,ethusdt_trade_datetime,ethusdt_trade_date,ethusdt_trade_minute,trade_day_of_week,trade_hour,ethusdt_open,ethusdt_high,ethusdt_low,ethusdt_close,ethusdt_volume,ethusdt_quote_asset_volume,ethusdt_trade_count,ethusdt_tbbav,ethusdt_tbqav,btcusdt_open,btcusdt_high,btcusdt_low,btcusdt_close,btcusdt_volume,btcusdt_quote_asset_volume,btcusdt_trade_count,btcusdt_tbbav,btcusdt_tbqav,trxeth_open,trxeth_high,trxeth_low,trxeth_close,trxeth_volume,trxeth_quote_asset_volume,trxeth_trade_count,trxeth_tbbav,trxeth_tbqav,avg_5_btcusdt_open_interaction,avg_10_btcusdt_open_interaction,avg_20_btcusdt_open_interaction,futr_10_open_perc_chg,prev_1_ethusdt_open_perc_chg,prev_1_ethusdt_open_rate_chg,prev_1_ethusdt_high_perc_chg,prev_1_ethusdt_low_perc_chg,prev_1_ethusdt_volume_perc_chg,prev_1_ethusdt_qav_perc_chg,prev_1_ethusdt_trade_count_perc_chg,prev_1_ethusdt_tbbav_perc_chg,prev_1_ethusdt_tbqav_perc_chg,prev_3_ethusdt_open_perc_chg,prev_3_ethusdt_open_rate_chg,prev_3_ethusdt_high_perc_chg,prev_3_ethusdt_low_perc_chg,prev_3_ethusdt_volume_perc_chg,prev_3_ethusdt_qav_perc_chg,prev_3_ethusdt_trade_count_perc_chg,prev_3_ethusdt_tbbav_perc_chg,prev_3_ethusdt_tbqav_perc_chg,prev_5_ethusdt_open_perc_chg,prev_5_ethusdt_open_rate_chg,prev_5_ethusdt_high_perc_chg,prev_5_ethusdt_low_perc_chg,prev_5_ethusdt_volume_perc_chg,prev_5_ethusdt_qav_perc_chg,prev_5_ethusdt_trade_count_perc_chg,prev_5_ethusdt_tbbav_perc_chg,prev_5_ethusdt_tbqav_perc_chg,prev_1_btcusdt_open_perc_chg,prev_1_btcusdt_open_rate_chg,prev_1_btcusdt_high_perc_chg,prev_1_btcusdt_low_perc_chg,prev_1_btcusdt_volume_perc_chg,prev_1_btcusdt_qav_perc_chg,prev_1_btcusdt_trade_count_perc_chg,prev_1_btcusdt_tbbav_perc_chg,prev_1_btcusdt_tbqav_perc_chg,prev_3_btcusdt_open_perc_chg,prev_3_btcusdt_open_rate_chg,prev_3_btcusdt_high_perc_chg,prev_3_btcusdt_low_perc_chg,prev_3_btcusdt_volume_perc_chg,prev_3_btcusdt_qav_perc_chg,prev_3_btcusdt_trade_count_perc_chg,prev_3_btcusdt_tbbav_perc_chg,prev_3_btcusdt_tbqav_perc_chg,prev_5_btcusdt_open_perc_chg,prev_5_btcusdt_open_rate_chg,prev_5_btcusdt_high_perc_chg,prev_5_btcusdt_low_perc_chg,prev_5_btcusdt_volume_perc_chg,prev_5_btcusdt_qav_perc_chg,prev_5_btcusdt_trade_count_perc_chg,prev_5_btcusdt_tbbav_perc_chg,prev_5_btcusdt_tbqav_perc_chg,prev_1_trxeth_open_perc_chg,prev_1_trxeth_open_rate_chg,prev_1_trxeth_high_perc_chg,prev_1_trxeth_low_perc_chg,prev_1_trxeth_volume_perc_chg,prev_1_trxeth_qav_perc_chg,prev_1_trxeth_trade_count_perc_chg,prev_1_trxeth_tbbav_perc_chg,prev_1_trxeth_tbqav_perc_chg,prev_3_trxeth_open_perc_chg,prev_3_trxeth_open_rate_chg,prev_3_trxeth_high_perc_chg,prev_3_trxeth_low_perc_chg,prev_3_trxeth_volume_perc_chg,prev_3_trxeth_qav_perc_chg,prev_3_trxeth_trade_count_perc_chg,prev_3_trxeth_tbbav_perc_chg,prev_3_trxeth_tbqav_perc_chg,prev_5_trxeth_open_perc_chg,prev_5_trxeth_open_rate_chg,prev_5_trxeth_high_perc_chg,prev_5_trxeth_low_perc_chg,prev_5_trxeth_volume_perc_chg,prev_5_trxeth_qav_perc_chg,prev_5_trxeth_trade_count_perc_chg,prev_5_trxeth_tbbav_perc_chg,prev_5_trxeth_tbqav_perc_chg,futr_10_open_perc_chg.1
5,2018-01-01 00:05:59.000,2018-01-01,25246085,1,0,728.5,729.8,727.11,727.11,12.01907,8755.3099151,50.0,6.135280000000001,4470.4887829,13600.0,13600.0,13554.44,13568.0,6.3952230000000005,86790.92092172,129.0,4.525578,61427.63687404,5.902e-05,5.923e-05,5.9e-05,5.9e-05,556238.0,32.87906265,74.0,286506.0,16.95231503,-0.016499573757919,-0.016499573757919,-0.016499573757919,-0.17570350034316715,-0.25466893039049426,0.0,-0.16415868673051234,-0.24968103933161434,-71.72493145941228,-71.78998037630502,-51.45631067961165,-63.9518486834065,-64.03252653291898,-0.5474327995522233,0.2927638691617291,-0.6385383054908923,-0.7344810168056896,-23.537120765349588,-23.968950505546662,25.0,96.2592487148565,95.12890059916916,-0.615271278700153,0.3606023483096587,-0.5681431121163089,-0.7697031729785038,-39.213107922277786,-39.580890770028795,72.41379310344827,251.24174175893376,248.76549424826683,-0.3369490501964649,0.0,-0.3370951194489228,-0.16086880942349555,-59.32973285240433,-59.43934798720705,-32.460732984293195,-53.53516789680929,-53.661160985867255,-0.5993275836865956,0.26237853349013057,-0.6932487473475641,-0.9178362573099378,374.98297325259523,370.8749004621826,180.43478260869568,500.74150573717833,495.61389234230177,-0.8431973694283511,0.5062483192318862,-0.8431973694283511,-0.9250785761274724,124.8461641773308,122.93522150331331,303.125,125.99031037365287,124.0710710005643,0.7511095937179969,0.0,0.3898305084745812,0.7513661202185721,-64.3380486128564,-64.07502932011894,-13.953488372093025,-77.09181711257396,-76.90725431981448,-0.5895233282802791,1.3406329219982758,-0.2861952861952863,-0.18609372356623927,-62.523842088064974,-62.64663730211028,-15.909090909090908,-57.092794436107795,-57.21286286597351,-0.5560235888795257,1.3071331825975223,-0.2861952861952863,-0.5562110230911939,-37.59978640436884,-37.86902064720643,54.16666666666666,-65.11338217763432,-65.22883663021315,-0.17570350034316715
6,2018-01-01 00:06:59.000,2018-01-01,25246086,1,0,727.99,727.99,725.0,727.6,20.87418,15146.878732,28.0,0.7892600000000001,574.5233873999999,13568.0,13569.99,13520.0,13533.68,6.348072,86029.64378778,138.0,3.2217439999999997,43694.19260218,5.88e-05,5.914e-05,5.876e-05,5.913e-05,1166607.0,68.83295629999999,51.0,848197.0,50.05983304,-0.03507942449758872,-0.04060957423887146,-0.04060957423887146,-0.07555048833087742,-0.0700068634179809,0.0,-0.2480131542888388,-0.2901899299968387,73.67550068349715,73.00219956665002,-44.0,-87.13571344747103,-87.1485330732156,-0.6170564224379165,0.5470495590199356,-0.7958246460351895,-0.6849315068493149,-29.08822043677937,-29.656089297645806,-52.54237288135593,-77.48445255890911,-77.62002943314009,-0.7295388223743452,0.6595319589563642,-0.8890159559984715,-1.0252419762187537,-19.874911667016608,-20.718131583322954,-44.0,-96.29794319754215,-96.3261087295262,-0.2352941176470588,0.0,-0.220661764705884,-0.25408648383850985,-0.7372846888998164,-0.8771391360469789,6.9767441860465125,-28.810330967668662,-28.86883685306531,-0.8185684481994825,0.5832743305524236,-0.8040216433064944,-0.5955444452613778,-45.22526888108349,-45.53782104996775,0.7299270072992701,-41.498845318428074,-41.83293817115221,-1.0206515800001594,0.7853574623531007,-1.006134414363678,-1.0691411089183431,200.40972241282867,197.5673475805088,375.86206896551727,1119.7384660816103,1109.0645529710139,-0.3727549983056613,0.0,-0.15195002532500562,-0.4067796610169453,109.7316256710257,109.35194239790778,-31.08108108108108,196.0485993312531,195.29791625161891,-0.7259834543305773,0.35322845602491604,-0.15195002532500562,0.35866780529461945,-48.503334726757224,-48.50245048902831,-66.66666666666666,0.9919439529639252,1.0304486846152106,-0.9934332379188406,0.6206782396131794,-0.4377104377104393,-0.9440323668240078,27.619096585613452,26.81859704896877,-16.393442622950822,11.143476751118712,10.474031151978586,-0.07555048833087742
7,2018-01-01 00:07:59.000,2018-01-01,25246087,1,0,727.31,727.42,725.0,725.01,33.23205,24105.3321567,76.0,16.11456,11690.0259597,13554.0,13554.0,13501.01,13530.0,7.057208,95436.04483888,123.0,3.321991,44949.85321224,5.913e-05,5.913e-05,5.889e-05,5.889e-05,373332.0,22.04815054,39.0,254043.0,15.00774508,-0.027463207808118284,-0.03712914391908484,-0.03712914391908484,0.14574253069530999,-0.09340787648182856,0.0,-0.07829777881564992,0.0,59.201702773474224,59.143890851743286,171.42857142857142,1941.7302283151307,1934.7345671345252,-0.4176022783285048,0.3241944018466763,-0.489740082079349,-0.5391464200952012,-21.82103178580049,-22.331488003251835,-26.21359223300971,-5.318078835794799,-5.947488305239446,-0.7098879196188509,0.6164800431370225,-0.9625726694713406,-1.0225395568540196,111.41554428669308,109.33053427673693,90.0,415.4828205021576,410.2488842422029,-0.10318396226415094,0.0,-0.11783354298713394,-0.1404585798816552,11.170887790812706,10.933906775557423,-10.869565217391305,3.111575593839857,2.8737471395623158,-0.6740446637031533,0.5708607014390024,-0.6741902388978456,-0.5544228610488324,-55.11985513622443,-55.39915738791999,-35.60209424083769,-65.89258784992533,-66.09141881882886,-0.9355357403888321,0.8323517781246811,-1.0291392295256532,-1.3084064327485363,424.1496095917221,417.77809979160935,167.3913043478261,340.97303712041975,335.8422103532335,0.5612244897959159,0.0,-0.016909029421713895,0.22123893805309813,-67.99847763642771,-67.96861311040335,-23.529411764705877,-70.04905699973,-70.0203852697468,0.9388869921474904,-0.3776625023515744,0.22033898305084826,0.563524590163932,-76.06465643256108,-75.90931438262571,-54.65116279069767,-79.68746376944857,-79.55618216437219,-0.4042445679636255,0.9654690577595412,-0.4545454545454588,-0.3721874471324671,-74.84700975917049,-74.95145854049176,-55.68181818181818,-61.95446090808615,-62.1208993772179,0.14574253069530999
8,2018-01-01 00:08:59.000,2018-01-01,25246088,1,0,725.09,727.17,724.43,727.09,24.530520000000003,17803.6587215,47.0,20.40186,14807.272517,13514.53,13575.0,13504.99,13575.0,16.240707,219884.99290622,157.0,7.6991830000000006,104259.88627167,5.889e-05,5.907e-05,5.889e-05,5.907e-05,1154747.0,68.03056957,61.0,809267.0,47.68170597,-0.018203156645412832,-0.030672675118470494,-0.030672675118470494,0.263415575997458,-0.30523435673920524,0.0,-0.03436804047180446,-0.07862068965517931,-26.184150541420113,-26.14223854803208,-38.15789473684211,26.605132253068017,26.66586514047396,-0.4680851063829744,0.16285074964376908,-0.3603727048506434,-0.36858247032774455,104.09665639687596,103.346984791419,-6.0,232.5334785046485,231.22267465783784,-1.0129554545330384,0.7077210977938332,-0.9075671477045202,-0.7630136986301438,-16.667249836344475,-17.31768627456221,-20.33898305084746,482.01232384321327,476.80214656816514,-0.2912055481776549,0.0,0.15493581230633025,0.02947927599490381,130.1293514375657,130.40036212464702,27.64227642276423,131.76411374985662,131.94711177227975,-0.6284558823529364,0.33725033417528144,-0.1838235294117647,-0.3648251052791611,153.95059718793237,153.35022439103113,21.70542635658915,70.12595960118242,69.72797844308964,-1.209431592736239,0.9182260445585838,-0.7673987827467552,-0.7059039776487039,40.13394288944821,39.20103937226998,14.598540145985401,39.80350257647064,38.79398816789893,-0.4058853373921829,0.0,-0.10147133434803997,0.0,209.30833681548862,208.55454042087644,56.4102564102564,218.55512649433362,217.71399178110244,-0.2202643171806175,-0.18562102021156535,-0.27013337835556045,-0.18644067796609706,107.59944484195614,106.91152389041723,-17.567567567567572,182.46075125826331,181.2695840398148,-0.5740334290055717,0.16814809161338884,-0.27013337835556045,0.5807002561912897,-49.026861887266854,-49.102758140715245,-60.13071895424837,-3.643319291410773,-3.7690728143707775,0.263415575997458
9,2018-01-01 00:09:59.000,2018-01-01,25246089,1,0,727.08,727.25,725.16,727.25,44.261829999999996,32140.691661299996,62.0,39.02668,28341.730749699997,13539.99,13575.0,13539.99,13554.58,4.487469,60787.54262086,85.0,1.6116030000000001,21845.95894229,5.9e-05,5.923e-05,5.9e-05,5.921e-05,1656055.0,97.87633548,114.0,1534539.0,90.69975331,-0.025355187070513097,-0.042001905081676234,-0.042001905081676234,-0.2695714364306591,0.2744486891282474,0.0,0.011001553969503822,0.10076888036111402,80.43575920934414,80.52857653627315,31.914893617021278,91.28981377188158,91.4041273783629,-0.12500171705654858,0.39945040618479605,-0.10164974793609928,0.022068965517236992,112.04104783996307,112.19349695721856,121.42857142857142,4844.717836961205,4833.085644774223,-0.4490935976778537,0.7235422868061011,-0.5129958960328317,-0.5171964386155025,4.126715043829752,3.5588175948705545,-39.805825242718456,129.30325364519192,128.02438351936058,0.1883898293170323,0.0,0.0,0.2591634647637651,-72.36900462522968,-72.35484704188721,-45.859872611464965,-79.06786992853655,-79.04663075752262,-0.2064416273584921,0.3948314566755245,0.03691970296219981,0.1478550295857972,-29.309733727027677,-29.341166667140733,-38.40579710144928,-49.977310425657656,-50.00260299763485,-0.7767122625124747,0.965102091829507,-0.5202989887146416,-0.267304445694998,-71.46204861870274,-71.59170179584427,-55.497382198952884,-83.4534146109075,-83.52018039352664,0.18678892851077816,0.0,0.2708650753343465,0.18678892851077816,43.41279951365971,43.87110985347583,86.88524590163935,89.62085442752516,90.21918671925405,0.3401360544217654,-0.1533471259109873,0.15218126479540214,0.40844111640571423,41.95483140423468,42.19400232269261,123.52941176470587,80.91775849242569,81.1826923943732,0.7169682485489918,-0.5301793200382137,0.3898305084745812,0.7513661202185721,6.174250778328863,6.9435743896792985,32.55813953488372,22.697256112918588,23.552820528453477,-0.2695714364306591
10,2018-01-01 00:10:59.000,2018-01-01,25246090,1,0,727.26,727.31,725.0,725.02,21.410439999999998,15527.4911538,35.0,4.47858,3249.6267258000003,13554.58,13569.97,13530.0,13530.12,3.737071,50606.62521131,61.0,1.435422,19439.05726543,5.921e-05,5.9499999999999996e-05,5.913e-05,5.945e-05,1051220.0,62.38764323,107.0,1010934.0,60.00201078,-0.002230108861997593,-0.024135849007596025,-0.024135849007596025,-0.31213046228308744,0.024756560488522573,0.0,0.008250257820549391,-0.02206409619945504,-51.6277569183199,-51.688995005367715,-43.548387096774185,-88.52431208598836,-88.5341274514987,-0.0068746476743004395,0.03163120816282302,-0.015121937807595841,0.0,-35.5729183122919,-35.584828066830084,-53.94736842105264,-72.20786667460979,-72.2017150603197,-0.17021276595744805,0.19496932644597065,-0.3411893669498505,-0.2901899299968387,78.13724356376994,77.34941771758686,-30.0,-27.002842576051947,-27.309364062603212,0.1077548801734724,0.0,-0.0370534069981632,-0.0737814429700449,-16.72207652019435,-16.748361540208553,-28.235294117647058,-10.93203475049376,-11.017605971055143,0.0042791795779838215,0.10347570059548858,0.11782499631104724,0.2147246761538565,-47.04604143735029,-46.97325806329602,-50.40650406504064,-56.79031038916121,-56.75390267984973,-0.33397058823529463,0.4417254684087671,-0.22080882352941653,-0.18030992058691106,-41.56464911387766,-41.69133744190361,-52.71317829457365,-68.28201834108262,-68.35454161244942,0.35593220338982995,0.0,0.4558500759750169,0.22033898305084826,-36.522639646630104,-36.25870551442104,-6.140350877192982,-34.12132242973296,-33.845453167969595,0.13529511246406095,0.220637090925769,0.6257398951462962,0.4075394803871586,181.5777913492548,182.96089105893776,174.3589743589744,297.9381443298969,299.8069694024947,0.32192477126397234,0.034007432125857634,0.4558500759750169,0.22033898305084826,88.987447819099,89.74884988091351,44.594594594594604,252.8491549915185,253.94582199431903,-0.31213046228308744
11,2018-01-01 00:11:59.000,2018-01-01,25246091,1,0,725.07,727.01,722.91,725.06,47.25949,34283.271157999996,101.0,22.82055,16572.4137146,13554.58,13560.89,13400.01,13515.26,22.471498999999998,303134.66539612,194.0,6.018712,81208.90817738,5.958e-05,5.979e-05,5.9499999999999996e-05,5.979e-05,368362.0,21.9913924,49.0,230856.0,13.78237801,0.049785263337174264,0.03372537167874512,0.02947811890544827,-0.012412594646038564,-0.301130269779713,0.0,-0.0412478860458339,-0.2882758620689699,120.73105456963984,120.79079497404804,188.57142857142856,409.54878555256363,409.97899491118216,-0.0027582782826934323,-0.2983719914970196,-0.02200310793899201,-0.20982013445053105,92.65588336488588,92.5630663578096,114.89361702127658,11.855242610232606,11.920772009655854,-0.4011044107748677,0.0999741409951546,-0.13461723375321338,-0.2882758620689699,126.40165984963244,126.33885016568844,260.7142857142857,2791.3856017028606,2784.549885705836,0.0,0.0,-0.06691245448589737,-0.9607538802660736,501.31314069226954,499.00193725696784,218.03278688524588,319.2991329379095,317.7615563785604,0.2963477087253443,-0.2963477087253443,-0.10394106813996744,-0.7773423008828556,38.365275600378745,37.860552186663156,23.56687898089172,-21.82661459014548,-22.109153307750653,-0.09890919811320807,0.09890919811320807,-0.06705973991138066,-0.8874999999999984,253.9893529878048,252.36071201677865,40.57971014492754,86.81533976628808,85.85744086578751,0.6248944435061728,0.0,0.4873949579831914,0.6257398951462962,-64.95861950876126,-64.75040366739624,-54.20560747663551,-77.16408786330264,-77.03013977225916,1.1716760061130955,-0.5467815626069226,1.2188928390045706,1.035829512650709,-68.10019857163518,-67.67424918091864,-19.672131147540984,-71.47344448741886,-71.09504005860971,1.3265306122449023,-0.7016361687387298,1.0990869124112317,1.2593601089176365,-68.42449942439914,-68.0510709083114,-3.92156862745098,-72.78273797242858,-72.46819021751975,-0.012412594646038564
12,2018-01-01 00:12:59.000,2018-01-01,25246092,1,0,726.18,726.57,723.7,725.06,35.04766,25426.3744491,76.0,14.659720000000002,10630.853215899999,13515.26,13533.77,13485.41,13499.98,3.070026,41474.49840107,64.0,2.010103,27167.71192647,5.979e-05,6.001e-05,5.979e-05,6.001e-05,3746301.0,224.66861627,469.0,3594673.0,215.57495647,-0.028573923328092832,-0.041633306800761716,-0.04914751650067828,-0.1872813902888953,0.15308866730107434,0.0,-0.060521863523189626,0.1092805466794037,-25.839952991452087,-25.834456309847337,-24.752475247524753,-35.76088218732678,-35.85211304172059,-0.1237828024426598,0.27687146974373417,-0.09350292196630457,-0.20133487782005666,-20.817417625977058,-20.890394279487715,22.58064516129032,-62.43667152829807,-62.49045864634597,-0.1553670374393306,0.30845570474040496,-0.11685133760412267,-0.17931034482757993,5.463430633981352,5.480290766426224,0.0,-9.0281087414115,-9.060482392865287,-0.2900864504838933,0.0,-0.19998687401784826,0.6373129572291336,-86.33813436299911,-86.318127507168,-67.01030927835049,-66.60243919297018,-66.54589682805596,-0.18264415261753933,-0.10744229786635401,-0.30372007366482184,-0.4031022179484618,-31.58669174093459,-31.771385035661048,-24.705882352941174,24.72693337006695,24.360354234109675,-0.28581968422605714,-0.004266766257836211,-0.14925483252176155,-0.11554691093481426,-56.49800884429085,-56.542102649906155,-47.967479674796756,-39.49101608041683,-39.5599540710577,0.3524672708962733,0.0,0.3679545074427183,0.4873949579831914,917.016141730146,921.6206967868028,857.1428571428571,1457.1061614166406,1464.1346965928994,1.3389830508474652,-0.9865157799511916,1.3169002194833743,1.3389830508474652,126.21839250507985,129.543346885835,311.4035087719298,134.25100306997737,137.67976053164415,1.11618467782852,-0.7637174069322467,1.4882462371046934,1.5282730514518619,903.4770659895213,918.9907578071173,1102.5641025641023,1314.9860456694341,1336.4246948549585,-0.1872813902888953
13,2018-01-01 00:13:59.000,2018-01-01,25246093,1,0,725.06,726.58,725.01,726.56,17.59799,12773.0067255,39.0,12.21543,8870.033051100001,13499.98,13530.0,13473.47,13530.0,4.423037,59796.26754372,74.0,3.26907,44194.704985000004,6.001e-05,6.011e-05,5.999e-05,6.002e-05,1578769.0,94.75906129,138.0,517440.0,31.06812597,-0.0181199885065908,-0.02858358996603272,-0.038510214074911175,-0.10619810774280497,-0.15423173317910224,0.0,0.0013763298787440854,0.18101423241673967,-49.788402421160214,-49.764734445055275,-48.68421052631579,-16.67351081739624,-16.563300508809927,-0.3025052938426485,0.14827356066354624,-0.10036985604486458,0.0013793103448263315,-17.806500006538876,-17.739404267030626,11.428571428571427,172.75230095253406,172.95544379535946,-0.004137417424055828,-0.15009431575504642,-0.08113646052503791,0.08006294604034082,-28.260835889332967,-28.25628189516405,-17.02127659574468,-40.1259002855622,-40.09677987005065,-0.11305738846311987,0.0,-0.02785624404730121,-0.08854013337377588,44.071646298760996,44.17598729096943,15.625,62.63196463066819,62.67363664858461,-0.4028158747818108,0.28975848631869083,-0.2945474455728299,-0.417812269031786,18.35571226770913,18.158970873948384,21.311475409836067,127.74278226194113,127.35004265662052,-0.10766190167176433,-0.005395486791355563,-0.3314917127071823,-0.2333952116958283,-72.76573612220206,-72.80566229036701,-52.86624203821656,-57.54004028739153,-57.61101746280266,0.3679545074427183,0.0,0.1666388935177398,0.3345040976751933,-57.857924389951584,-57.822742284520324,-70.57569296375267,-85.6053666077554,-85.58824898831719,1.35112312109442,-0.9831686136517016,1.0252100840336065,1.4544224589886725,50.18445235060216,51.88754757197454,28.971962616822427,-48.81564968632967,-48.22152530202254,1.9018509084734296,-1.5338964010307117,1.7606229896732637,1.867889285107828,36.719904879597,39.28894302802764,126.22950819672131,-36.0606573603026,-34.842671129369414,-0.10619810774280497
